Manufacturer,Model,Description,Price,Rating,no. of reviews,url
Western,"Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5""/7mm, Up to 550 MB/s - WDS100T2G0A ","Western Digital 1TB WD Green Internal PC SSD Solid State Drive - SATA III 6 Gb/s, 2.5""/7mm, Up to 550 MB/s - WDS100T2G0A ",$79.99,4.8 out of 5 stars,"5,487",https://www.amazon.com/Green-1TB-Internal-SSD-WDS100T2G0A/dp/B07NNRTTCM/ref=sr_1_19?dchild=1&keywords=ssd&qid=1635880944&sr=8-19
SanDisk,"Ultra 3D NAND 500GB Internal SSD - SATA III 6 Gb/s, 2.5 Inch /7 mm, Up to 560 MB/s - SDSSDH3-500G-G25 ","SanDisk Ultra 3D NAND 500GB Internal SSD - SATA III 6 Gb/s, 2.5 Inch /7 mm, Up to 560 MB/s - SDSSDH3-500G-G25 ",$54.00,4.8 out of 5 stars,"21,867",https://www.amazon.com/SanDisk-Ultra-NAND-500GB-Internal/dp/B072R78B6Q/ref=sr_1_20?dchild=1&keywords=ssd&qid=1635880944&sr=8-20
Samsung,SSD 860 EVO 1TB 2.5 Inch SATA III Internal SSD (MZ-76E1T0B/AM) ,Samsung SSD 860 EVO 1TB 2.5 Inch SATA III Internal SSD (MZ-76E1T0B/AM) ,$199.99,4.9 out of 5 stars,"71,129",https://www.amazon.com/Samsung-Inch-Internal-MZ-76E1T0B-AM/dp/B078DPCY3T/ref=sr_1_21?dchild=1&keywords=ssd&qid=1635880944&sr=8-21
Samsung,"T7 Portable SSD 2TB - Up to 1050MB/s - USB 3.2 External Solid State Drive, Red (MU-PC2T0R/AM) ","Samsung T7 Portable SSD 2TB - Up to 1050MB/s - USB 3.2 External Solid State Drive, Red (MU-PC2T0R/AM) ",$299.99,4.8 out of 5 stars,"12,072",https://www.amazon.com/SAMSUNG-Portable-SSD-2TB-MU-PC2T0R/dp/B0874YHTXW/ref=sr_1_22?dchild=1&keywords=ssd&qid=1635880944&sr=8-22
Western,"Digital 500GB WD Blue SN550 NVMe Internal SSD - Gen3 x4 PCIe 8Gb/s, M.2 2280, 3D NAND, Up to 2,400 MB/s - WDS500G2B0C ","Western Digital 500GB WD Blue SN550 NVMe Internal SSD - Gen3 x4 PCIe 8Gb/s, M.2 2280, 3D NAND, Up to 2,400 MB/s - WDS500G2B0C ",$44.99,4.8 out of 5 stars,"14,275",https://www.amazon.com/Blue-SN550-500GB-NVMe-Internal/dp/B07YFF3JCN/ref=sr_1_23?dchild=1&keywords=ssd&qid=1635880944&sr=8-23
SanDisk,"2TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2 - External Solid State Drive - SDSSDE81-2T00-G25 ","SanDisk 2TB Extreme PRO Portable SSD - Up to 2000MB/s - USB-C, USB 3.2 Gen 2x2 - External Solid State Drive - SDSSDE81-2T00-G25 ",$329.99,4.8 out of 5 stars,"5,418",https://www.amazon.com/SanDisk-2TB-Extreme-Portable-SDSSDE81-2T00-G25/dp/B08GV4YYV7/ref=sr_1_24?dchild=1&keywords=ssd&qid=1635880944&sr=8-24
SAMSUNG,"T5 Portable SSD 1TB - Up to 540MB/s - USB 3.1 External Solid State Drive, Black (MU-PA1T0B/AM) ","SAMSUNG T5 Portable SSD 1TB - Up to 540MB/s - USB 3.1 External Solid State Drive, Black (MU-PA1T0B/AM) ",$119.99,4.8 out of 5 stars,"13,458",https://www.amazon.com/Samsung-T5-Portable-SSD-MU-PA1T0B/dp/B073H552FJ/ref=sr_1_25?dchild=1&keywords=ssd&qid=1635880944&sr=8-25
Crucial,"MX500 250GB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT250MX500SSD1 ","Crucial MX500 250GB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT250MX500SSD1 ",$39.99,4.8 out of 5 stars,"46,155",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A06998232ZI9IANN30MI&url=%2FCrucial-MX500-250GB-NAND-Internal%2Fdp%2FB0781VSXBP%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880944%26sr%3D8-27-spons%26psc%3D1&qualifier=1635880944&id=2317501535685174&widgetName=sp_mtf
Lexar,"SL200 1TB Portable SSD, Solid State Drive, Up to 550MB/s Read (LSL200X001T-RNNNU) ","Lexar SL200 1TB Portable SSD, Solid State Drive, Up to 550MB/s Read (LSL200X001T-RNNNU) ",$119.99,4.7 out of 5 stars,"2,747",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A00169501QBI9O417NLUM&url=%2FLexar-SL200-Portable-550MB-LSL200X001T-RNNNU%2Fdp%2FB088N3QDS9%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880944%26sr%3D8-28-spons%26psc%3D1&qualifier=1635880944&id=2317501535685174&widgetName=sp_mtf
Samsung,"860 Pro Series 2TB 2.5"" SATA3 (MZ-76P2T0E) ","Samsung 860 Pro Series 2TB 2.5"" SATA3 (MZ-76P2T0E) ",$362.61,4.6 out of 5 stars,4,https://www.amazon.com/Samsung-MZ-76P2T0E-860-PRO2TB-SSD/dp/B0793HG5WP/ref=sr_1_29?dchild=1&keywords=ssd&qid=1635880944&sr=8-29
980,PRO 2TB PCIe NVMe Gen4 Internal Gaming SSD M.2 (MZ-V8P2T0B/AM) ,980 PRO 2TB PCIe NVMe Gen4 Internal Gaming SSD M.2 (MZ-V8P2T0B/AM) ,$357.23,4.8 out of 5 stars,"5,468",https://www.amazon.com/SAMSUNG-Internal-Gaming-MZ-V8P2T0B-AM/dp/B08RK2SR23/ref=sr_1_30?dchild=1&keywords=ssd&qid=1635880944&sr=8-30
Intel,SSD D3-S4510 SSDSC2KB038T801 3.84TB 3D NAND TLC SATA 6Gb/s 2.5-Inch Enterprise Solid State Drive ,Intel SSD D3-S4510 SSDSC2KB038T801 3.84TB 3D NAND TLC SATA 6Gb/s 2.5-Inch Enterprise Solid State Drive ,$851.05,5.0 out of 5 stars,2,https://www.amazon.com/Intel-D3-S4510-SSDSC2KB038T801-2-5-Inch-Enterprise/dp/B07H1RYNS8/ref=sr_1_32?dchild=1&keywords=ssd&qid=1635880944&sr=8-32
Sabrent,4TB Rocket 4 Plus NVMe 4.0 Gen4 PCIe M.2 Internal SSD Extreme Performance Solid State Drive R/W 7100/6600MB/s (SB-RKT4P-4TB) ,Sabrent 4TB Rocket 4 Plus NVMe 4.0 Gen4 PCIe M.2 Internal SSD Extreme Performance Solid State Drive R/W 7100/6600MB/s (SB-RKT4P-4TB) ,$872.01,4.7 out of 5 stars,855,https://www.amazon.com/Sabrent-Internal-Extreme-Performance-SB-RKT4P-4TB/dp/B08VF99PV8/ref=sr_1_33?dchild=1&keywords=ssd&qid=1635880944&sr=8-33
Mushkin,Alpha – 8TB PCIe Gen3 x4 NVMe 1.3 – M.2 (2280) Internal Solid State Drive (SSD) – 3D QLC - (MKNSSDAL8TB-D8) ,Mushkin Alpha – 8TB PCIe Gen3 x4 NVMe 1.3 – M.2 (2280) Internal Solid State Drive (SSD) – 3D QLC - (MKNSSDAL8TB-D8) ,"$1,199.59",3.9 out of 5 stars,12,https://www.amazon.com/Mushkin-Alpha-Internal-Solid-MKNSSDAL8TB-D8/dp/B08MT9V5WT/ref=sr_1_35?dchild=1&keywords=ssd&qid=1635880944&sr=8-35
Crucial,"P5 Plus 1TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 6600MB/s - CT1000P5PSSD8 ","Crucial P5 Plus 1TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 6600MB/s - CT1000P5PSSD8 ",$149.00,4.8 out of 5 stars,"5,774",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A06376961S8ABDJALWAAE&url=%2FCrucial-Plus-PCIe-NAND-6600MB%2Fdp%2FB098WL46RS%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880944%26sr%3D8-37-spons%26psc%3D1&qualifier=1635880944&id=2317501535685174&widgetName=sp_btf
Crucial,P2 1TB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT1000P2SSD8 ,Crucial P2 1TB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT1000P2SSD8 ,$83.99,4.8 out of 5 stars,"10,631",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A03739242QEIVWC31K2QC&url=%2FCrucial-NAND-NVMe-PCIe-2400MB%2Fdp%2FB089DNM8LR%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880944%26sr%3D8-38-spons%26psc%3D1&qualifier=1635880944&id=2317501535685174&widgetName=sp_btf
MiniPro,"8TB eSATA 6Gb/s, USB-C Portable Solid State Drive SSD ","MiniPro 8TB eSATA 6Gb/s, USB-C Portable Solid State Drive SSD ",$999.00,4.4 out of 5 stars,36,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A033598015GMAI6JSFJZ5&url=%2FMiniPro-eSATA-USB-C-Portable-Solid%2Fdp%2FB08V9G6YG5%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880949%26sr%3D8-33-spons%26psc%3D1&qualifier=1635880949&id=2539752318345700&widgetName=sp_atf_next
Kingston,"FURY Beast 64GB (2x32GB) 3200MHz DDR4 CL16 Desktop Memory Kit of 2 KF432C16BBK2/64, Black ","Kingston FURY Beast 64GB (2x32GB) 3200MHz DDR4 CL16 Desktop Memory Kit of 2 KF432C16BBK2/64, Black ",$261.99,4.5 out of 5 stars,36,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A09105782P60J0YC9INZO&url=%2FKingston-FURY-3200MHz-KF432C16BBK2-64%2Fdp%2FB097K4DBDF%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880949%26sr%3D8-34-spons%26psc%3D1&qualifier=1635880949&id=2539752318345700&widgetName=sp_atf_next
Western,"Digital 1TB WD Red SA500 NAS 3D NAND Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS100T1R0A ","Western Digital 1TB WD Red SA500 NAS 3D NAND Internal SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS100T1R0A ",$124.99,4.8 out of 5 stars,573,https://www.amazon.com/Red-SA500-NAS-NAND-Internal/dp/B07YFG3R5N/ref=sr_1_35?dchild=1&keywords=ssd&qid=1635880949&sr=8-35
WD_BLACK,"2TB SN850 NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with Playstation 5, Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDS200T1XHE ","WD_BLACK 2TB SN850 NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with Playstation 5, Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDS200T1XHE ",$449.99,4.8 out of 5 stars,"1,570",https://www.amazon.com/WD_Black-SN850-Internal-Gaming-Heatsink/dp/B08PMLYV9H/ref=sr_1_37?dchild=1&keywords=ssd&qid=1635880949&sr=8-37
Corsair,"MP400 4TB M.2 NVMe PCIe x4 Gen3 SSD (Sequential Read Speeds of up to 3,480 MB/s, Write Speeds of up to 3,000 MB/s, High-Density 3D QLC NAND) Black ","Corsair MP400 4TB M.2 NVMe PCIe x4 Gen3 SSD (Sequential Read Speeds of up to 3,480 MB/s, Write Speeds of up to 3,000 MB/s, High-Density 3D QLC NAND) Black ",$610.59,4.8 out of 5 stars,"8,628",https://www.amazon.com/Corsair-MP400-4TB-NVMe-PCIe/dp/B08JTQTWRM/ref=sr_1_41?dchild=1&keywords=ssd&qid=1635880949&sr=8-41
Sabrent,4TB Rocket Q4 NVMe PCIe 4.0 M.2 2280 Internal SSD Maximum Performance Solid State Drive R/W 4900/3500 MB/s (SB-RKTQ4-4TB) ,Sabrent 4TB Rocket Q4 NVMe PCIe 4.0 M.2 2280 Internal SSD Maximum Performance Solid State Drive R/W 4900/3500 MB/s (SB-RKTQ4-4TB) ,$699.98,4.8 out of 5 stars,794,https://www.amazon.com/Sabrent-Internal-Maximum-Performance-SB-RKTQ4-4TB/dp/B08D28X4HW/ref=sr_1_42?dchild=1&keywords=ssd&qid=1635880949&sr=8-42
SAMSUNG,(MZ-V7S1T0B/AM) 970 EVO Plus SSD 1TB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology ,SAMSUNG (MZ-V7S1T0B/AM) 970 EVO Plus SSD 1TB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology ,$139.99,4.9 out of 5 stars,"28,863",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A05757751C5S2OA1W4M74&url=%2FSamsung-970-EVO-Plus-MZ-V7S1T0B%2Fdp%2FB07MFZY2F2%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880949%26sr%3D8-43-spons%26psc%3D1&qualifier=1635880949&id=2539752318345700&widgetName=sp_mtf
Lexar,"SL200 2TB Portable SSD, Up to 550MB/s Read (LSL200X002T-RNNNU) ","Lexar SL200 2TB Portable SSD, Up to 550MB/s Read (LSL200X002T-RNNNU) ",$219.99,4.7 out of 5 stars,"2,747",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A04170843GTI8NQDS8DOB&url=%2FLexar-SL200-Portable-Type-C-External%2Fdp%2FB088N1PGTG%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880949%26sr%3D8-44-spons%26psc%3D1&qualifier=1635880949&id=2539752318345700&widgetName=sp_mtf
Sabrent,4TB Rocket NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive (SB-ROCKET-4TB) ,Sabrent 4TB Rocket NVMe PCIe M.2 2280 Internal SSD High Performance Solid State Drive (SB-ROCKET-4TB) ,$701.99,4.8 out of 5 stars,"16,757",https://www.amazon.com/Sabrent-Rocket-Internal-Performance-SB-ROCKET-4TB/dp/B07ZQSDQDB/ref=sr_1_46?dchild=1&keywords=ssd&qid=1635880949&sr=8-46
Seagate,FireCuda 530 ZP2000GM3A013 2 TB Solid State Drive - M.2 2280 Internal - PCI Express NVMe (PCI Express NVMe 4.0 x4) - Black ,Seagate FireCuda 530 ZP2000GM3A013 2 TB Solid State Drive - M.2 2280 Internal - PCI Express NVMe (PCI Express NVMe 4.0 x4) - Black ,$419.99,5.0 out of 5 stars,5,https://www.amazon.com/Seagate-FireCuda-ZP2000GM3A013-Solid-State/dp/B0971D2WWL/ref=sr_1_48?dchild=1&keywords=ssd&qid=1635880949&sr=8-48
SAMSUNG,850 EVO 500GB 2.5-Inch SATA III Internal SSD (MZ-75E500B/AM) ,SAMSUNG 850 EVO 500GB 2.5-Inch SATA III Internal SSD (MZ-75E500B/AM) ,$192.99,4.8 out of 5 stars,"9,805",https://www.amazon.com/Samsung-2-5-Inch-Internal-MZ-75E500B-AM/dp/B00OBRE5UE/ref=sr_1_49?dchild=1&keywords=ssd&qid=1635880949&sr=8-49
Seagate,"IronWolf 125 SSD 4TB NAS Internal Solid State Drive - 2.5 Inch SATA 6Gb/s speeds of up to 560MB/s, 24x7 performance with Rescue Service (ZA4000NM1A002) ","Seagate IronWolf 125 SSD 4TB NAS Internal Solid State Drive - 2.5 Inch SATA 6Gb/s speeds of up to 560MB/s, 24x7 performance with Rescue Service (ZA4000NM1A002) ",$579.99,4.8 out of 5 stars,"13,135",https://www.amazon.com/Seagate-IronWolf-Internal-Solid-State/dp/B08FNR14SF/ref=sr_1_50?dchild=1&keywords=ssd&qid=1635880949&sr=8-50
Samsung,"SSD 870 EVO, 4 TB, Form Factor 2.5”, Intelligent Turbo Write, Magician 6 Software, Black ","Samsung SSD 870 EVO, 4 TB, Form Factor 2.5”, Intelligent Turbo Write, Magician 6 Software, Black ",$700.61,4.8 out of 5 stars,"7,086",https://www.amazon.com/Samsung-Factor-Intelligent-Magician-Software/dp/B08PC5ZC73/ref=sr_1_52?dchild=1&keywords=ssd&qid=1635880949&sr=8-52
Kingston,XS2000 1TB High Performance Pocket-Sized USB 3.2 Gen 2x2 External SSD Up to 2000MB/s SXS2000/1000G ,Kingston XS2000 1TB High Performance Pocket-Sized USB 3.2 Gen 2x2 External SSD Up to 2000MB/s SXS2000/1000G ,$159.99,4.3 out of 5 stars,9,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A06180263GSU2KJTUP88K&url=%2FKingston-Performance-Pocket-Sized-SXS2000-1000G%2Fdp%2FB09F5YHQ1K%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880949%26sr%3D8-53-spons%26psc%3D1&qualifier=1635880949&id=2539752318345700&widgetName=sp_btf
Crucial,P2 2TB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT2000P2SSD8 ,Crucial P2 2TB 3D NAND NVMe PCIe M.2 SSD Up to 2400MB/s - CT2000P2SSD8 ,$189.99,4.8 out of 5 stars,"10,631",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A04095882YY5QL8XFG5GM&url=%2FCrucial-NAND-NVMe-PCIe-2400MB%2Fdp%2FB08GVDNTGJ%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880949%26sr%3D8-54-spons%26psc%3D1&qualifier=1635880949&id=2539752318345700&widgetName=sp_btf
Fantom,Drives 16TB 7200RPM External Hard Drive - USB 3.2 Gen 1-5Gbps - GForce 3 Aluminum - Black - Compatible with Mac/Windows/PS4/Xbox (GF3B16000UP) by Fantom Drives ,Fantom Drives 16TB 7200RPM External Hard Drive - USB 3.2 Gen 1-5Gbps - GForce 3 Aluminum - Black - Compatible with Mac/Windows/PS4/Xbox (GF3B16000UP) by Fantom Drives ,$469.94,4.3 out of 5 stars,"1,360",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A06774713I4G42MFM3QRO&url=%2F16TB-External-Hard-Drive-GF3B16000UP%2Fdp%2FB07VRSWMTZ%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880953%26sr%3D8-49-spons%26psc%3D1&qualifier=1635880953&id=8048390990213218&widgetName=sp_atf_next
Kingston,FURY Beast 128GB (4x32GB) 3000MHz DDR4 CL16 Desktop Memory Kit of 4 KF430C16BBK4/128 ,Kingston FURY Beast 128GB (4x32GB) 3000MHz DDR4 CL16 Desktop Memory Kit of 4 KF430C16BBK4/128 ,$511.99,4.5 out of 5 stars,36,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A090986614WL5DRVG4B6G&url=%2FKingston-FURY-3000MHz-KF430C16BBK4-128%2Fdp%2FB097K2FPSQ%2Fref%3Dsr_1_50_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880953%26sr%3D8-50-spons%26psc%3D1&qualifier=1635880953&id=8048390990213218&widgetName=sp_atf_next
Micron,5210 Ion SSD | MTFDDAK7T6QDE | 7.68TB | Qlc | SATA 6GB/S | 2.5-Inch Enterprise Solid State Drive ,Micron 5210 Ion SSD | MTFDDAK7T6QDE | 7.68TB | Qlc | SATA 6GB/S | 2.5-Inch Enterprise Solid State Drive ,$994.95,4.3 out of 5 stars,50,https://www.amazon.com/Micron-MTFDDAK7T6QDE-7-68TB-2-5-Inch-Enterprise/dp/B07JQ2F2WG/ref=sr_1_51?dchild=1&keywords=ssd&qid=1635880953&sr=8-51
Crucial,"P5 2TB 3D NAND NVMe Internal SSD, up to 3400MB/s - CT2000P5SSD8 ","Crucial P5 2TB 3D NAND NVMe Internal SSD, up to 3400MB/s - CT2000P5SSD8 ",$289.99,4.8 out of 5 stars,"5,774",https://www.amazon.com/Crucial-NAND-NVMe-Internal-3400MB/dp/B0892TWDP1/ref=sr_1_54?dchild=1&keywords=ssd&qid=1635880953&sr=8-54
Samsung,"870 QVO 8 TB SATA 2.5 Inch Internal Solid State Drive (SSD) (MZ-77Q8T0), Black ","Samsung 870 QVO 8 TB SATA 2.5 Inch Internal Solid State Drive (SSD) (MZ-77Q8T0), Black ",$964.10,4.4 out of 5 stars,80,https://www.amazon.com/Samsung-Internal-Solid-State-MZ-77Q8T0/dp/B089RD13TX/ref=sr_1_55?dchild=1&keywords=ssd&qid=1635880953&sr=8-55
Sabrent,2TB Rocket NVMe 4.0 Gen4 PCIe M.2 Internal SSD Extreme Performance Solid State Drive (SB-ROCKET-NVMe4-2TB) ,Sabrent 2TB Rocket NVMe 4.0 Gen4 PCIe M.2 Internal SSD Extreme Performance Solid State Drive (SB-ROCKET-NVMe4-2TB) ,$405.00,4.7 out of 5 stars,"10,266",https://www.amazon.com/Sabrent-Internal-Extreme-Performance-SB-ROCKET-NVMe4-2TB/dp/B07TN1MNJ4/ref=sr_1_56?dchild=1&keywords=ssd&qid=1635880953&sr=8-56
GIGABYTE,"AORUS Gen4 7000s SSD 2TB PCIe 4.0 NVMe M.2, Nanocarbon Coated Aluminum Heatsink, 3D TLC NAND, SSD- GP-AG70S2TB ","GIGABYTE AORUS Gen4 7000s SSD 2TB PCIe 4.0 NVMe M.2, Nanocarbon Coated Aluminum Heatsink, 3D TLC NAND, SSD- GP-AG70S2TB ",$429.99,4.9 out of 5 stars,145,https://www.amazon.com/GIGABYTE-Nanocarbon-Aluminum-Heatsink-GP-AG70S2TB/dp/B08XY93JT3/ref=sr_1_58?dchild=1&keywords=ssd&qid=1635880953&sr=8-58
SAMSUNG,970 EVO Plus SSD 2TB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology (MZ-V7S2T0B/AM) ,SAMSUNG 970 EVO Plus SSD 2TB - M.2 NVMe Interface Internal Solid State Drive with V-NAND Technology (MZ-V7S2T0B/AM) ,$239.99,4.9 out of 5 stars,"28,863",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A057584311K1IETM9E1Y4&url=%2FSamsung-970-EVO-Plus-MZ-V7S2T0B%2Fdp%2FB07MFZXR1B%2Fref%3Dsr_1_59_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880953%26sr%3D8-59-spons%26psc%3D1&qualifier=1635880953&id=8048390990213218&widgetName=sp_mtf
Oyen,"Digital Novus 18TB External USB-C (3.1,Gen2) 7200RPM Hard Drive (3N1-C-18T-BL) ","Oyen Digital Novus 18TB External USB-C (3.1,Gen2) 7200RPM Hard Drive (3N1-C-18T-BL) ",$549.00,4.4 out of 5 stars,64,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0328609K6CRZFIDLCAL&url=%2FOyen-Digital-External-7200RPM-3N1-C-18T-BL%2Fdp%2FB0916F46S3%2Fref%3Dsr_1_60_sspa%3Fdchild%3D1%26keywords%3Dssd%26qid%3D1635880953%26sr%3D8-60-spons%26psc%3D1&qualifier=1635880953&id=8048390990213218&widgetName=sp_mtf
Lexar,"NS100 128GB 2.5” SATA III Internal SSD, Solid State Drive, Up To 520MB/s Read (LNS100-128RBNA) ","Lexar NS100 128GB 2.5” SATA III Internal SSD, Solid State Drive, Up To 520MB/s Read (LNS100-128RBNA) ",$21.59,4.7 out of 5 stars,"2,747",https://www.amazon.com/Lexar-NS100-128GB-Solid-State-Drive/dp/B07TKGGJ1T/ref=sr_1_61?dchild=1&keywords=ssd&qid=1635880953&sr=8-61
Dogfish,"SSD 2TB Internal Solid State Drive High Performance Hard Drive for Desktop Laptop SATA III 6Gb/s Includes SSD 16GB 32GB 60GB 64GB 120GB 128GB 240GB 250GB 480GB 500GB (2TB, Msata) ","Dogfish SSD 2TB Internal Solid State Drive High Performance Hard Drive for Desktop Laptop SATA III 6Gb/s Includes SSD 16GB 32GB 60GB 64GB 120GB 128GB 240GB 250GB 480GB 500GB (2TB, Msata) ",$358.00,4.5 out of 5 stars,672,https://www.amazon.com/Dogfish-Msata-Internal-Solid-State/dp/B07Q43S3RW/ref=sr_1_62?dchild=1&keywords=ssd&qid=1635880953&sr=8-62
Intel,"1.92TB 6Gb/s 2.5"" SATA TLC Enterprise Server SSD with Sequential Read Up To 560MB/s and Sequential Write Up To 510MB/s ","Intel 1.92TB 6Gb/s 2.5"" SATA TLC Enterprise Server SSD with Sequential Read Up To 560MB/s and Sequential Write Up To 510MB/s ",$475.12,4.3 out of 5 stars,16,https://www.amazon.com/Intel-SSDSC2KB019T801-Solid-State-Drives/dp/B07GJV5KF6/ref=sr_1_63?dchild=1&keywords=ssd&qid=1635880953&sr=8-63
Seagate,Firecuda 520 2TB Performance Internal Solid State Drive SSD PCIe Gen4 X4 NVMe 1.3 for Gaming PC Gaming Laptop Desktop (ZP2000GM3A002) ,Seagate Firecuda 520 2TB Performance Internal Solid State Drive SSD PCIe Gen4 X4 NVMe 1.3 for Gaming PC Gaming Laptop Desktop (ZP2000GM3A002) ,$339.99,4.8 out of 5 stars,"1,379",https://www.amazon.com/Seagate-Firecuda-Performance-Internal-ZP2000GM3A002/dp/B07ZPRPFQY/ref=sr_1_64?dchild=1&keywords=ssd&qid=1635880953&sr=8-64
4TB,"2.5"" SSD 3D TLC NAND Internal Solid State Drive Upgrade Kit with WD Blue WDS400T2B0A ","4TB 2.5"" SSD 3D TLC NAND Internal Solid State Drive Upgrade Kit with WD Blue WDS400T2B0A ",$456.95,5.0 out of 5 stars,2,https://www.amazon.com/Internal-Solid-State-Upgrade-WDS400T2B0A/dp/B08J8CXH5G/ref=sr_1_65?dchild=1&keywords=ssd&qid=1635880953&sr=8-65
PNY,"CS2130 2TB M.2 PCIe NVMe Gen3 x4 Internal Solid State Drive (SSD), Read up to 3,500 - M280CS2130-2TB-RB ","PNY CS2130 2TB M.2 PCIe NVMe Gen3 x4 Internal Solid State Drive (SSD), Read up to 3,500 - M280CS2130-2TB-RB ",$199.99,4.8 out of 5 stars,"1,035",https://www.amazon.com/PNY-CS2130-Internal-Solid-State/dp/B0869C35V2/ref=sr_1_68?dchild=1&keywords=ssd&qid=1635880953&sr=8-68
